Aluno_ID,Distrito,Matematica_A,Economia_A,Portugues,MACS,Nota_Interna,Fisica_Quimica_A,Biologia_Geologia,Desenho_A,HCA,Historia_A,Geografia_A,Geometria_Descritiva_A,Historia_B,Ingles,Literatura_Portuguesa,Espanhol_Iniciacao,Filosofia,Frances,Espanhol_Continuacao,Mandarim_Iniciacao,Alemao,Portugues_LNM,Latim_A,Matematica_B,Portugues_L2
2022_12779,Braga,111.0,,90,,103,99.0,,,,,,80.0,,,,,,,,,,,,,
2022_12780,Outro,,,115,102.0,123,,,,,119.0,,,,,,,,,,,,,,,
2022_12781,Leiria,162.0,,115,,146,151.0,,,,,,114.0,,,,,,,,,,,,,
2022_12782,Faro,129.0,,106,,127,119.0,102.0,,,,,,,,,,,,,,,,,,
2022_12783,Outro,,,196,160.0,190,,,,,183.0,,,,,,,,,,,,,,,
2022_12784,Lisboa,186.0,,160,,191,178.0,175.0,,,,,,,,,,,,,,,,,,
2022_12785,Setúbal,,,116,,141,,,,,126.0,,,,,125.0,,,,,,,,,,
2022_12786,Leiria,,,118,,140,,121.0,,,130.0,,,,,136.0,,,,,,,,,,
2022_12787,Lisboa,189.0,161.0,160,,179,,,,,,151.0,,,,,,,,,,,,,,178.0
2022_12788,Lisboa,176.0,160.0,129,,166,,,,,,132.0,,,,,,,,,,,,,,
2022_12789,Outro,180.0,164.0,126,149.0,162,,,,,,,,,,,,,,,,,,,,
2022_12790,Porto,179.0,,162,,181,171.0,170.0,,,,,,,,,,,,,,,,,,
2022_12791,Lisboa,,,121,,133,,,,,121.0,,,,,132.0,,,,,,,,,,
2022_12792,Outro,,,139,,159,,,,,155.0,,,,,145.0,,,,,,,,,,
2022_12793,Lisboa,,,135,151.0,150,,,,,142.0,,,,,,,,,,,,,,,
2022_12794,Porto,,,146,,177,,,178.0,160.0,,,,,,,,,,,,,,,,
2022_12795,Lisboa,,,115,,137,,,,,140.0,,,,,131.0,,,,,,,,,,
2022_12796,Lisboa,165.0,,137,,167,155.0,145.0,,,,,,,,,,,,,,,,,,
2022_12797,Lisboa,185.0,,178,,188,167.0,183.0,,,,,,,,,,,,,,,,,,
2022_12798,Braga,85.0,,77,,100,79.0,,,,,,35.0,,,,,,,,,,,,,
2022_12799,Lisboa,120.0,,115,,123,111.0,115.0,,,,,,,,,,,,,,,,,,
2022_12800,Lisboa,95.0,,87,,110,113.0,95.0,,,,,,,,,,,,,,,,,,
2022_12801,Braga,145.0,,125,,147,147.0,133.0,,,,,,,,,,,,,,,,,,
2022_12802,Setúbal,,,120,,150,,,155.0,136.0,,,,,,,,,,,,,,,,
2022_12803,Leiria,,,129,,166,,,170.0,156.0,,,,,,,,,,,,,,,,
2022_12804,Outro,160.0,,131,,166,159.0,,,,,,148.0,,,,,,,,,175.0,,,,
2022_12805,Outro,,,156,197.0,175,,,,,164.0,,,,,,,,,,,,,,,
2022_12806,Lisboa,94.0,,82,,105,89.0,82.0,,,,,,,,,,,,,,,,,,
2022_12807,Porto,170.0,,172,,181,161.0,150.0,,,,,,,,,,,,,,,,,,
2022_12808,Setúbal,,,196,,195,,,181.0,177.0,,,,,,,,,,,,,,,,
2022_12809,Setúbal,190.0,175.0,138,165.0,177,,,,,,,,,,,,,,,,,,,,
2022_12810,Outro,,,135,135.0,158,,,,,160.0,,,,,,,,,,,,,,,
2022_12811,Braga,105.0,,111,,125,120.0,108.0,,,,,,,,,,,,,,,,,,
2022_12812,Lisboa,,,109,,137,,,140.0,135.0,,,,,,,,,,,,,,,,
2022_12813,Faro,135.0,,110,,132,122.0,,,,,,104.0,,,,,,,,,,,,,
2022_12814,Faro,,,90,,111,,,,,98.0,,,,,102.0,,,,,,,,,,
2022_12815,Lisboa,87.0,,72,,100,72.0,,,,,,59.0,,,,,,,,,,,,,
2022_12816,Porto,,,196,,197,,,,,166.0,,,,,181.0,,,,,,,,,,
2022_12817,Outro,,,157,,185,,,,,183.0,,,,,184.0,,,,,,,,,,
2022_12818,Lisboa,148.0,,137,,148,138.0,,,,,,115.0,,,,,,,,,,,,,
2022_12819,Lisboa,,,115,,127,,,,,126.0,107.0,,,,,,,,,,,,,,
2022_12820,Outro,,,95,95.0,117,,,,,125.0,,,,,,,,,,,,,,,
2022_12821,Outro,175.0,144.0,132,135.0,155,,,,,,,,,,,,,,,,,,,,
2022_12822,Braga,,,106,,136,,,,,130.0,,,,,117.0,,,,,,,,,,
2022_12823,Faro,77.0,,78,,100,102.0,84.0,,,,,,,,,,,,,,,,,,
2022_12824,Faro,187.0,,146,,177,175.0,152.0,,,,,,,,,,,,,,,,,,
2022_12825,Lisboa,,,131,,168,,,,,145.0,,,,181.0,,,,,,,,,,,
2022_12826,Outro,161.0,,137,,171,163.0,,,,,,155.0,,,,,,,,,,,,,
2022_12827,Setúbal,119.0,,116,,127,125.0,105.0,,,,,,,,,,,,,,,,,,
2022_12828,Faro,180.0,162.0,136,135.0,163,,,,,,,,,,,,,,,,,,,,
2022_12829,Outro,,,139,,161,,,,,156.0,,,,,166.0,,,,,,,,,,
2022_12830,Braga,,,82,,122,,,,,106.0,,,,145.0,,,,,,,,,,,
2022_12831,Lisboa,,,89,65.0,100,,,,,87.0,,,,,,,,,,,,,,,
2022_12832,Outro,170.0,,135,,156,146.0,,,,,,136.0,,,,,,,,,,,,,
2022_12833,Setúbal,125.0,,116,,129,118.0,,,,,,96.0,,,,,,,,,,,,,
2022_12834,Faro,81.0,95.0,95,69.0,100,,,,,,,,,,,,,,,,,,,,
2022_12835,Lisboa,,,151,168.0,175,,,,,172.0,,,,,,,,,,,,,,,
2022_12836,Lisboa,,,146,,186,,,,,189.0,,,,188.0,,,,,,,,,,,
2022_12837,Braga,153.0,155.0,139,125.0,162,,,,,,,,,,,,,,,,,,,,
2022_12838,Braga,185.0,,145,,172,158.0,,,,,,155.0,,,,,,,,,,,,,
2022_12839,Lisboa,,,95,,130,,,,,110.0,,,,128.0,,,,,,,,,,,
2022_12840,Coimbra,147.0,,107,,137,125.0,118.0,,,,,,,,,,,,,,,,,,
2022_12841,Braga,165.0,,135,,168,144.0,155.0,,,,,,,,,,,,,,,,,,
2022_12842,Setúbal,,,121,,132,,,,,125.0,,,,,118.0,,,,,,,,,,
2022_12843,Porto,,,147,165.0,167,,,,,151.0,,,,,,,,,,,,,,,
2022_12844,Lisboa,,,111,98.0,127,,,,,124.0,,,,,,,,,,,,,,,
2022_12845,Outro,145.0,,116,,148,133.0,121.0,,,,,,,,,,,,,,,,,,
2022_12846,Outro,,,133,,146,,,,,145.0,,,,,137.0,,,,,,,,,,
2022_12847,Lisboa,181.0,,155,,179,170.0,172.0,,,,,,,,,,,,,,,,,,
2022_12848,Lisboa,191.0,,135,,176,176.0,146.0,,,,,,,,,,,,,,,,,,
2022_12849,Porto,175.0,,135,,167,145.0,,,,,,179.0,,,,,,,,,,,,,
2022_12850,Porto,,,145,,167,,,,,148.0,,,,,166.0,,,,,,,,,,
2022_12851,Porto,112.0,107.0,112,101.0,126,,,,,,,,,,,,,,,,,,,,
2022_12852,Outro,,,103,,131,,,147.0,,,,90.0,,,,,,,,,,,,,
2022_12853,Porto,155.0,,145,,172,163.0,136.0,,,,,,,,,,,,,,,,,,
2022_12854,Outro,,,109,,134,,,147.0,,,,95.0,,,,,,,,,,,,,
2022_12855,Leiria,138.0,126.0,125,,148,,,,,,132.0,,,,,,,,,,,,,,
2022_12856,Braga,,,136,125.0,143,,,,,136.0,,,,,,,,,,,,,,,
2022_12857,Braga,,,117,,149,,,,,133.0,,,,,150.0,,,,,,,,,,
2022_12858,Outro,,,115,,147,,,153.0,134.0,,,,,,,,,,,,,,,,
2022_12859,Setúbal,,,127,110.0,136,,,,,135.0,,,,,,,,,,,,,,,
2022_12860,Braga,155.0,,125,,142,121.0,106.0,,,,,,,,,,,,,,,,,,
2022_12861,Lisboa,160.0,,125,,155,147.0,131.0,,,,,,,,,,,,,,,,,,
2022_12862,Faro,157.0,,125,,158,149.0,,,,,,148.0,,,,,,,,,,,,,
2022_12863,Porto,145.0,149.0,130,129.0,152,,,,,,,,,,,,,,,,,,,,
2022_12864,Porto,161.0,,115,,145,137.0,137.0,,,,,,,,,,,,,,,,,,
2022_12865,Porto,133.0,,117,,140,143.0,110.0,,,,,,,,,,,,,,,,,,
2022_12866,Lisboa,,,155,,195,,,,,200.0,,,,184.0,,,,,,,,,,,
2022_12867,Setúbal,139.0,,117,,138,120.0,113.0,,,,,,,,,,,,,,,,,,
2022_12868,Lisboa,146.0,,115,,140,131.0,115.0,,,,,,,,,,,,,,,,,,
2022_12869,Outro,176.0,,130,,156,138.0,140.0,,,,,,,,,,,,,,,,,,
2022_12870,Outro,135.0,,108,,126,119.0,112.0,,,,,,,,,,,,,,,,,,
2022_12871,Lisboa,147.0,,125,,145,141.0,128.0,,,,,,,,,,,,,,,,,,
2022_12872,Outro,69.0,,97,,100,88.0,69.0,,,,,,,,,,,,,,,,,,
2022_12873,Coimbra,67.0,,80,,100,43.0,72.0,,,,,,,,,,,,,,,,,,
2022_12874,Lisboa,,,196,,198,,,,,185.0,,,,,175.0,,,,,,,,,,
2022_12875,Porto,200.0,175.0,165,,193,,,,,,168.0,,,,,,,,,,,,,,
2022_12876,Outro,95.0,106.0,99,102.0,111,,,,,,,,,,,,,,,,,,,,
2022_12877,Outro,200.0,,196,,200,171.0,,,,,,191.0,,,,,,,,,,,,,
2022_12878,Outro,200.0,,171,,200,199.0,191.0,,,,,,,,,,,,,,,,,,
2022_12879,Braga,,,118,114.0,137,,,,,129.0,,,,,,,,,,,,,,,
2022_12880,Lisboa,,,137,,164,,,,,159.0,,,,174.0,,,,,,,,,,,
2022_12881,Outro,,,177,,200,,,200.0,200.0,,,,,,,,,,,,,,,,
2022_12882,Setúbal,,,142,,168,,,162.0,143.0,,,,,,,,,,,,,,,,
2022_12883,Lisboa,175.0,,138,,173,178.0,171.0,,,,,,,,,,,,,,,,,,
2022_12884,Porto,,,143,,172,,,,,151.0,,,,,168.0,,,,,,,,,,
2022_12885,Setúbal,161.0,,126,,159,149.0,,,,,,146.0,,,,,,,,,,,,,
2022_12886,Lisboa,170.0,137.0,121,,149,,,,,,125.0,,,,,,,,,,,,,,
2022_12887,Lisboa,167.0,148.0,138,120.0,161,,,,,,,,,,,,,,,,,,,,
2022_12888,Braga,158.0,,116,,152,149.0,,,,,,127.0,,,,,,,,,,,,,
2022_12889,Porto,87.0,,96,,103,99.0,96.0,,,,,,,,,,,,,,,,,,
2022_12890,Outro,82.0,,93,,105,115.0,97.0,,,,,,,,,,,,,,,,,,
2022_12891,Porto,179.0,,138,,173,172.0,156.0,,,,,,,,,,,,,,,,,,
2022_12892,Outro,,,115,109.0,133,,,,,139.0,,,,,,,,,,,,,,,
2022_12893,Setúbal,168.0,,146,,173,156.0,,,,,,145.0,,,,,,,,,,,,,
2022_12894,Porto,172.0,165.0,147,157.0,178,,,,,,,,,,,,,,,,,,,,
2022_12895,Porto,141.0,,115,,146,146.0,132.0,,,,,,,,,,,,,,,,,,
2022_12896,Porto,,,117,,142,,,,,140.0,117.0,,,,,,,,,,,,,,
2022_12897,Outro,,,131,,143,,,,,133.0,136.0,,,,,,,,,,,,,,
2022_12898,Porto,,,126,,150,,,,,139.0,,,,,132.0,,,,,,,,,,
2022_12899,Outro,,,119,,137,,,146.0,,,,106.0,,,,,,,,,,,,,
2022_12900,Coimbra,107.0,,106,,115,101.0,,,,,,97.0,,,,,,,,,,,,,
2022_12901,Porto,,,135,,168,,,180.0,147.0,,,,,,,,,,,,,,,,
2022_12902,Porto,,,165,,199,,,187.0,,,,199.0,,,,,,,,,,,,,
2022_12903,Setúbal,,,109,,135,,,,,126.0,128.0,,,,,,,,,,,,,,
2022_12904,Lisboa,,,132,,171,,,,,165.0,,,,176.0,,,,,,,,,,,
2022_12905,Lisboa,,,139,,154,,,,,141.0,,,,,142.0,,,,,,,,,,
2022_12906,Porto,,,97,,128,,,132.0,123.0,,,,,,,,,,,,,,,,
2022_12907,Outro,188.0,,159,,183,172.0,160.0,,,,,,,,,,,,,,,,,,
2022_12908,Lisboa,,,97,,113,,,138.0,,,,65.0,,,,,,,,,,,,,
2022_12909,Lisboa,,,119,,149,,,168.0,,,,121.0,,,,,,,,,,,,,
2022_12910,Faro,101.0,,97,,103,109.0,,,,,,82.0,,,,,,,,,,,,,
2022_12911,Coimbra,173.0,,151,,168,152.0,141.0,,,,,,,,,,,,,,,,,,
2022_12912,Porto,,,111,113.0,124,,,,,135.0,,,,,,,,,,,,,,,
2022_12913,Outro,128.0,125.0,126,,138,,,,,,118.0,,,,,,,,,,,,135.0,,
2022_12914,Setúbal,52.0,,68,,100,60.0,62.0,,,,,,,,,,,,,,,,,,
2022_12915,Leiria,135.0,137.0,115,,147,,,,,,125.0,,,,,,,,,,,,,,
2022_12916,Outro,,,131,141.0,147,,,,,146.0,,,,,,,,,,,,,,,
2022_12917,Lisboa,195.0,169.0,175,,193,,,,,,150.0,,,,,,,,,,,,,,
2022_12918,Faro,177.0,,155,,170,180.0,150.0,,,,,,,,,,,,,,,,,,
2022_12919,Lisboa,95.0,97.0,103,95.0,109,,,,,,,,,,,,,,,,,,,,
2022_12920,Outro,,,81,78.0,100,,,,,95.0,,,,,,,,,,,,,,,
2022_12921,Lisboa,150.0,,131,,142,129.0,,,,,,119.0,,,,,,,,,,,,,
2022_12922,Braga,,,125,,148,,,,,150.0,138.0,,,,,,,,,,,,,,
2022_12923,Outro,,,97,,125,,,,,120.0,118.0,,,,,,,,,,,,,,
2022_12924,Outro,,,158,,186,,,,,200.0,,,,,176.0,,,,,,,,,,
2022_12925,Braga,145.0,,122,,144,121.0,125.0,,,,,,,,,,,,,,,,,,
2022_12926,Lisboa,99.0,,88,,105,84.0,,,,,,76.0,,,,,,,111.0,,,,,,
2022_12927,Porto,186.0,,182,,186,186.0,156.0,,,,,,,,,,,,,,,,,,
2022_12928,Faro,195.0,,169,,200,199.0,197.0,,,,,,,,,,,,,,,,,,
2022_12929,Lisboa,138.0,,116,,134,128.0,,,,,,108.0,,,,,,,,,,,,,
2022_12930,Leiria,153.0,148.0,127,,155,,,,,,135.0,,,,,,,,,,,,,,
2022_12931,Leiria,,,88,,118,,,131.0,112.0,,,,,,,,,,,,,,,,
2022_12932,Outro,,,156,,187,,,179.0,,,,175.0,,,,,,,,,,,,,
2022_12933,Outro,,,101,,137,,,,,132.0,,,,152.0,,,,,,,,,,,
2022_12934,Lisboa,100.0,,88,,113,98.0,72.0,,107.0,,,,,,,,,,,,,,,,
2022_12935,Porto,155.0,,120,,142,129.0,,,,,,100.0,,,,,,,,,,,,,
2022_12936,Lisboa,100.0,92.0,108,,118,,,,,,108.0,,,,,,,,,,,,,,
2022_12937,Faro,160.0,,129,,169,167.0,145.0,,,,,,,,,,,,,,,,,,
2022_12938,Setúbal,200.0,,158,,197,199.0,192.0,,,,,,,,,,,,,,,,,,
2022_12939,Lisboa,142.0,134.0,109,116.0,139,,,,,,,,,,,,,,,,,,,,
2022_12940,Outro,75.0,,85,,107,102.0,89.0,,,,,,,,,,,,,,,,,,
2022_12941,Setúbal,176.0,,132,,170,165.0,145.0,,,,,,,,,,,,,,,,,,
2022_12942,Lisboa,128.0,100.0,97,,123,,,,,,108.0,,,,,,,,,,,,,,
2022_12943,Outro,200.0,,177,,198,169.0,192.0,,,,,,,,,,,,,,,,,,
2022_12944,Porto,161.0,,121,,153,,,,,144.0,136.0,,,,,,,,,,,,,,
2022_12945,Lisboa,175.0,143.0,139,123.0,169,,,,,,,,,,,,,,,193.0,,,,,
2022_12946,Lisboa,140.0,,110,,133,110.0,,,,,,114.0,,,,,,,,,,,,,
2022_12947,Lisboa,,,125,123.0,145,,,,,140.0,,,,,,,,,,,,,,,
2022_12948,Lisboa,160.0,,125,,162,155.0,141.0,,,,,,,,,,,,,,,,,,
2022_12949,Lisboa,,,129,,149,,,162.0,,,,120.0,,,,,,,,,,,,,
2022_12950,Setúbal,,,112,,135,,,,,142.0,,,,,128.0,,,,,,,,,,
2022_12951,Porto,,,137,,141,,,,,141.0,125.0,,,,,,,,,,,,,,
2022_12952,Faro,115.0,,109,,131,117.0,116.0,,,,,,,,,,,,,,,,,,
2022_12953,Lisboa,152.0,,129,,143,139.0,,,,,,115.0,,,,,,,,,,,,112.0,
2022_12954,Porto,177.0,,139,,166,145.0,149.0,,,,,,,,,,,,,,,,,,
2022_12955,Porto,138.0,,110,,132,118.0,,,,,,85.0,,,,,,,,,,,,,
2022_12956,Setúbal,172.0,,142,,162,167.0,139.0,,,,,,,,,,,,,,,,,,
2022_12957,Braga,35.0,,69,,100,73.0,,,,,,43.0,,,,,,,,,,,,,
2022_12958,Porto,,,116,,139,,,147.0,,,,107.0,,,,,,,,,,,,,
2022_12959,Faro,,,86,78.0,102,,,,,107.0,,,,,,,,,,,,,,,
2022_12960,Outro,,,196,,188,,,190.0,168.0,,,,,,,,,,,,,,,,
2022_12961,Outro,,,147,,173,,,,,155.0,,,,173.0,,,,,,,,,,,
2022_12962,Porto,115.0,,113,,127,117.0,96.0,,,,,,,,,,,,,,,,,,
2022_12963,Lisboa,,,156,,163,,,,,156.0,146.0,,,,,,,,,,,,,,
2022_12964,Outro,,,96,,124,,,126.0,,,,85.0,,,,,,,,,,,,,
2022_12965,Leiria,185.0,,156,,178,161.0,,,,,,155.0,,,,,,,,,,,,,
2022_12966,Braga,,,149,,188,,,,,174.0,,,,184.0,,,,,,,,,,,
2022_12967,Porto,177.0,143.0,131,,169,,,,,,137.0,,,,,,,,,,184.0,,,,
2022_12968,Lisboa,176.0,,140,,163,159.0,,,,,,152.0,,,,,,,,,,,,,
2022_12969,Outro,,,140,,152,,,,,145.0,,,,,137.0,,,,,,,,,,
2022_12970,Outro,,,125,,156,,,,,130.0,,,,170.0,,,,,,,,,,,
2022_12971,Setúbal,,,112,,147,,,165.0,131.0,,,,,,,,,,,,,,,,
2022_12972,Leiria,70.0,,82,,100,72.0,,,,,,50.0,,,,,,,,,,,,,
2022_12973,Outro,,,105,,139,,,,,122.0,,,,154.0,,,,,,,,,,,
2022_12974,Porto,,,96,67.0,102,,,,,100.0,,,,,,,,,,,,,,,
2022_12975,Braga,,,125,,157,,,,,131.0,,,,160.0,,,,,,,,,,,
2022_12976,Lisboa,,,121,130.0,145,,,,,146.0,,,,,,,,,,,,,,,
2022_12977,Lisboa,156.0,162.0,133,,156,,,,,,128.0,,,,,,,,,,,,,,
2022_12978,Braga,107.0,,109,,120,104.0,105.0,,,,,,,,,,,,,,,,,,
2022_12979,Braga,125.0,,116,,140,135.0,117.0,,,,,,,,,,,,,,,,,,
2022_12980,Lisboa,183.0,,136,,169,159.0,156.0,,,,,,,,,,,,,,,,,,
2022_12981,Setúbal,85.0,,101,,105,104.0,91.0,,,,,,,,,,,,,,,,,,
2022_12982,Setúbal,,,128,,164,,,179.0,143.0,,,,,,,,,,,,,,,,
2022_12983,Outro,69.0,,83,,100,60.0,55.0,,,,,,,,,,,,,,,,,,
2022_12984,Porto,118.0,,109,,126,129.0,89.0,,,,,,,,,,,,,,,,,,
2022_12985,Coimbra,167.0,,125,,157,147.0,120.0,,,,,,,,,,,,,,,,,,
2022_12986,Coimbra,,,116,,159,,,,,135.0,,,,159.0,,,,,,,,,,,
2022_12987,Coimbra,185.0,,137,,180,167.0,167.0,,,,,,,,,,,,,,,,,,
2022_12988,Outro,,,146,,164,,,,,144.0,,,,176.0,,,,,,,,,,,
2022_12989,Outro,,,117,113.0,130,,,,,132.0,,,,,,,,,,,,,,,
2022_12990,Lisboa,,,115,,139,,,,,139.0,,,,,117.0,,,,,,,,,,
2022_12991,Braga,,,196,,200,,,,,200.0,,,,,176.0,,,,,,,,,,
2022_12992,Setúbal,168.0,,129,,161,148.0,,,,,,159.0,,,,,,,,,,,,,
2022_12993,Lisboa,180.0,,160,,179,171.0,173.0,,,,,,,,,,,,,,,,,,
2022_12994,Lisboa,145.0,,118,,141,134.0,126.0,,,,,,,,,,,,,,,,,,
2022_12995,Porto,168.0,160.0,131,,160,,,,,,146.0,,,,,,,,,,,,,,
2022_12996,Leiria,,,196,,194,,,,,159.0,,,,186.0,,,,,,,,,,,
2022_12997,Porto,162.0,,125,,154,151.0,120.0,,,,,,,,,,,,,,,,,,
2022_12998,Outro,97.0,,99,,111,98.0,,,,,,78.0,,,,,,,,,,,,,
2022_12999,Lisboa,195.0,170.0,169,175.0,192,,,,,,,,,186.0,,,,,,,,,,,
2022_13000,Lisboa,115.0,102.0,97,88.0,111,,,,,,,,,,,,,,,,,,,,
2022_13001,Outro,156.0,,128,,153,155.0,155.0,,,,,,,,,,,,,,,,,,
2022_13002,Outro,168.0,,150,,175,181.0,147.0,,,,,,,,,,,,,,,,,,
2022_13003,Porto,,,137,,157,,,169.0,141.0,,,,,,,,,,,,,,,,
2022_13004,Outro,122.0,,100,,116,96.0,,,,,,90.0,,,,,,,,,,,,,
2022_13005,Lisboa,185.0,,148,,189,163.0,182.0,,,,,,,,,,,,,,,,,,
2022_13006,Lisboa,139.0,139.0,126,126.0,140,,,,,,,,,,,,,,,,,,,,
2022_13007,Outro,145.0,142.0,116,113.0,141,,,,,,,,,,,,,,,,,,,,
2022_13008,Outro,,,169,200.0,189,,,,,166.0,,,,,,,,,,,,,,,
2022_13009,Coimbra,,,109,,149,,,,,124.0,,,,157.0,,,,,,,,,,,
2022_13010,Lisboa,147.0,,130,,152,141.0,145.0,,,,,,,,,,,,,,,,,,
2022_13011,Setúbal,,,109,,140,,,155.0,,,,111.0,,,,,,,,,,,,,
2022_13012,Porto,,,145,,188,,,178.0,,,,200.0,,,,,,,,,,,,,
2022_13013,Lisboa,186.0,,139,,183,171.0,,,,,,166.0,,,,,,,,,,,,,
2022_13014,Lisboa,162.0,145.0,145,129.0,157,,,,,,,,,,,,,,,,,,,,
2022_13015,Lisboa,157.0,141.0,126,,145,,,,,,119.0,,,,,,,,,,,,,,
2022_13016,Coimbra,,,167,190.0,194,,,,,168.0,,,,,,,,,,,,,,,
2022_13017,Setúbal,,,105,,131,,,126.0,119.0,,,,,,,,,,,,,,,,
2022_13018,Coimbra,,,83,,101,,,,,100.0,94.0,,,,,,,,,,,,,,
2022_13019,Lisboa,,,110,115.0,127,,,,,122.0,,,,,,,,,,,,,,,
2022_13020,Lisboa,,,66,,100,,,,,91.0,,,,,69.0,,,,,,,,,,
2022_13021,Lisboa,167.0,,138,158.0,167,146.0,160.0,,,,,,,,,,,,,,,,,,
2022_13022,Faro,,112.0,98,,122,,,,,123.0,,,,,110.0,,,,,,,,,,
2022_13023,Setúbal,,,113,,140,,,,,126.0,,,,153.0,,,,,,,,,,,
2022_13024,Outro,188.0,,155,,184,199.0,166.0,,,,,,,,,,,,,,,,,,
2022_13025,Outro,188.0,,165,,199,173.0,,,,,,200.0,,,,,,,,,,,,,
2022_13026,Porto,187.0,,148,,181,169.0,177.0,,,,,,,,,,,,,,,,,,
2022_13027,Lisboa,199.0,169.0,173,,192,,,,,,192.0,,,,,,,,,,,,,,
2022_13028,Setúbal,157.0,151.0,145,,157,,,,,,132.0,,,,,,,,,,,,,,
2022_13029,Lisboa,152.0,,145,,165,162.0,144.0,,,,,,,,,,,,,,,,,,
2022_13030,Porto,,,143,,165,,,,,158.0,157.0,,,,,,,,,,,,,,
2022_13031,Outro,,,168,,200,,,,,200.0,,,,200.0,,,,,,,,,,,
2022_13032,Leiria,100.0,,101,,109,95.0,,,,,,75.0,,,,,,,,,,,,,
2022_13033,Outro,,,110,115.0,123,,,,,119.0,,,,,,,,,,,,,,,
2022_13034,Setúbal,,,142,,168,,,,,150.0,,,,176.0,,,,,,,,,,,
2022_13035,Lisboa,,,119,,142,,,,,137.0,130.0,,,,,,,,,,,,,,
2022_13036,Coimbra,,,97,,121,,,,,116.0,,,,,119.0,,,,,,,,,,
2022_13037,Braga,,,155,,187,,,,,176.0,,,,181.0,,,,,,,,,,,
2022_13038,Lisboa,,,102,,133,,,,,116.0,,,,145.0,,,,,,,,,,,
2022_13039,Porto,165.0,,136,,165,145.0,,,,,,185.0,,,,,,,,,,,,,
2022_13040,Outro,,,141,,173,,,,,154.0,,,,179.0,,,,,,,,,,,
2022_13041,Outro,,,142,,184,,,195.0,,,,199.0,,,,,,,,,,,,,
2022_13042,Faro,188.0,,140,,179,177.0,147.0,,,,,,,,,,,,,,,,,,
2022_13043,Braga,,,119,,146,,,,,128.0,,,,168.0,,,,,,,,,,,
2022_13044,Lisboa,,,68,43.0,100,,,,,75.0,,,,,,,,,,,,,,,
2022_13045,Braga,,,96,,111,,,,,95.0,105.0,,,,,,,,,,,,,,
2022_13046,Braga,151.0,,108,,136,121.0,106.0,,,,,,,,,,,,,,,,,,
2022_13047,Outro,,,121,,145,,,150.0,126.0,,,,,,,,,,,,,,,,
2022_13048,Setúbal,175.0,,140,,181,171.0,147.0,,,,,,,,,,,,,,,,,,
2022_13049,Porto,,,165,,189,,,,,170.0,192.0,,,,,,,,,,,,,,
2022_13050,Lisboa,,,172,,198,,,,,186.0,192.0,,,,,,,,,,,,,,
2022_13051,Porto,101.0,116.0,101,97.0,117,,,,,,,,,,,,,,,,,,,,
2022_13052,Leiria,,,152,,189,,,,,161.0,,,,181.0,,,,,,,,,,,
2022_13053,Lisboa,165.0,,148,,179,162.0,155.0,,,,,,,,,,,,,,,,,,
2022_13054,Porto,95.0,,85,,101,99.0,78.0,,106.0,,,,,,,,,,,,,,,,
2022_13055,Lisboa,198.0,,158,,185,185.0,,,,,,165.0,,,,,153.0,,,,,,,,
2022_13056,Lisboa,167.0,,136,,165,165.0,136.0,,,,,,,,,,,,,,,,,,
2022_13057,Lisboa,159.0,,133,,157,137.0,136.0,,,,,,,,,,,,,,,,,,
2022_13058,Outro,177.0,170.0,151,,177,,,,,,147.0,,,,,,,,,,,,,,
2022_13059,Lisboa,131.0,,122,,144,131.0,110.0,,,,,,,,,,,,,,,,,,
2022_13060,Lisboa,,,98,95.0,121,,,,,117.0,,,,,,,,,,,,,,,
2022_13061,Lisboa,,,95,,111,,,,,107.0,101.0,,,,,,,,,,,,,,
2022_13062,Lisboa,,,155,167.0,175,,,,,168.0,,,,,,,,,,,,,,,
2022_13063,Faro,,,122,,128,,,,,127.0,,,,,118.0,,,,,,,,,,
2022_13064,Outro,,,100,88.0,117,,,,,126.0,,,,,,,,,,,,,,,
2022_13065,Outro,185.0,,151,,176,180.0,151.0,,,,,,,,,,,,,,,,,,
2022_13066,Outro,166.0,,138,,162,168.0,150.0,,,,,,,,,,,,,,,,,,
2022_13067,Lisboa,157.0,122.0,125,,147,,,,,,133.0,,,,,,,,,,,,,,
2022_13068,Porto,186.0,200.0,155,200.0,200,,,,,,,,,,,,,,,,,,,,
2022_13069,Outro,184.0,,155,,175,157.0,151.0,,,,,,,,,,,,,,,,,,
2022_13070,Lisboa,136.0,,126,,152,143.0,126.0,,,,,,,,,,,,,,,,,,
2022_13071,Outro,,,89,,103,,,,,100.0,,,,,95.0,,,,,,,,,,
2022_13072,Outro,185.0,,155,,174,162.0,157.0,,,,,,,,,,,,,,,,,,
2022_13073,Porto,179.0,,149,,174,166.0,135.0,,,,,,,,,,,,,,,,,,
2022_13074,Setúbal,200.0,173.0,176,187.0,198,,,,,,,,,,,,,,,,,,,,
2022_13075,Outro,,,135,,171,,,,,165.0,,,,,157.0,,,,,,,,,,
2022_13076,Lisboa,166.0,,148,,175,171.0,167.0,,,,,,,,,,,,,,,,,,
2022_13077,Porto,,159.0,132,,166,,,175.0,150.0,,,,,,,,,,,,,,,,
2022_13078,Porto,,,149,,179,,,173.0,158.0,,,,,,,,,,,,,,,,
2022_13079,Setúbal,,,147,,175,,,165.0,,,,142.0,,,,,,,,,,,,,
