Aluno_ID,Distrito,Desenho_A,Portugues,Geometria_Descritiva_A,Nota_Interna,Matematica_A,Biologia_Geologia,Fisica_Quimica_A,Historia_A,Ingles,Economia_A,MACS,Literatura_Portuguesa,Geografia_A,HCA,Portugues_L2,Historia_B,Espanhol_Continuacao,Filosofia,Latim_A,Espanhol_Iniciacao,Frances,Alemao,Portugues_LNM,Mandarim_Iniciacao,Matematica_B
2021_12275,Lisboa,,131,,145,,,,136.0,,,,,121.0,,,,,,,,,,,,
2021_12276,Leiria,,156,,168,165.0,160.0,142.0,,,,,,,,,,,,,,,,,,
2021_12277,Outro,186.0,172,200.0,200,,,,,,,,,,,,,,,,,,,,,
2021_12278,Outro,,139,,142,,,,138.0,,,,118.0,,,,,,,,,,,,,
2021_12279,Lisboa,143.0,110,139.0,139,,,,,,,,,,,,,,,,,,,,,
2021_12280,Setúbal,,151,,151,,,,156.0,,,,,121.0,,,,,,,,,,,,
2021_12281,Lisboa,,136,,151,147.0,130.0,128.0,,,,,,,,,,,,,,,,,,
2021_12282,Lisboa,,145,,163,149.0,,,,,167.0,,,133.0,,,,,,,,,,,,
2021_12283,Outro,171.0,157,,168,,,,,,,,,,147.0,,,,,,,,,,,
2021_12284,Porto,,165,,177,161.0,186.0,140.0,,,,,,,,,,,,,,,,,,
2021_12285,Porto,,159,,163,,,,155.0,,,,131.0,,,,,,,,,,,,,
2021_12286,Leiria,,126,,135,124.0,129.0,107.0,,,,,,,,,,,,,,,,,,
2021_12287,Outro,,96,,112,,,,125.0,,,65.0,,,,,,,,,,,,,,
2021_12288,Outro,,126,,124,105.0,129.0,89.0,,,,,,,,,,,,,,,,,,
2021_12289,Lisboa,,121,137.0,135,116.0,,109.0,,,,,,,,,,,,,,,,,,
2021_12290,Outro,169.0,165,198.0,188,,,,,,,,,,,,,,,,,,,,,
2021_12291,Setúbal,,159,,169,155.0,158.0,139.0,,,,,,,,,,,,,,,,,,
2021_12292,Setúbal,,182,,200,200.0,163.0,200.0,,,,,,,,,,,,,,,,,,
2021_12293,Setúbal,,131,,137,128.0,131.0,90.0,,,,,,,,,,,,,,,,,,
2021_12294,Coimbra,,46,,100,,,,108.0,,,,,71.0,,,,,,,,,,,,
2021_12295,Lisboa,,173,,196,199.0,169.0,172.0,,,,,,,,,,,,,,,,,,
2021_12296,Setúbal,,116,,151,,,,129.0,165.0,,,,,,,,,,,,,,,,
2021_12297,Coimbra,,138,,150,,,,146.0,,,,,122.0,,,,,,,,,,,,
2021_12298,Setúbal,,112,,151,,,,128.0,155.0,,,,,,,,,,,,,,,,
2021_12299,Outro,,182,,192,,,,160.0,188.0,,,,,,,,,,,,,,,,
2021_12300,Outro,,140,,146,126.0,,,,,132.0,,,119.0,,,,,,,,,,,,
2021_12301,Outro,,136,,131,107.0,126.0,94.0,,,,,,,,,,,,,,,,,,
2021_12302,Porto,,141,,147,,,,150.0,,,137.0,,,,,,,,,,,,,,
2021_12303,Porto,,166,,179,180.0,175.0,148.0,,,,,,,,,,,,,,,,,,
2021_12304,Outro,,146,185.0,177,170.0,,148.0,,,,,,,,,,,,,,,,,,
2021_12305,Outro,,138,156.0,142,118.0,,118.0,,,,,,,,,,,,,,,,,,
2021_12306,Lisboa,,198,,199,200.0,,,,,166.0,180.0,,,,,,,,,,,,,,
2021_12307,Lisboa,142.0,117,141.0,142,,,,,,,,,,,,,,,,,,,,,
2021_12308,Lisboa,,135,,164,,,,150.0,176.0,,,,,,,,,,,,,,,,
2021_12309,Outro,,72,,100,56.0,95.0,67.0,,,,,,,,,,,,,,,,,,
2021_12310,Lisboa,,144,198.0,170,146.0,,151.0,,,,,,,,,,,,,,,,,,
2021_12311,Outro,,111,,117,,,,115.0,,,96.0,,,,,,,,,,,,,,
2021_12312,Lisboa,,166,,171,,,,160.0,,,,,139.0,,,,,,,,,,,,
2021_12313,Lisboa,,137,,148,,,,147.0,,,,,115.0,,,,,,,,,,,,
2021_12314,Porto,,130,148.0,128,107.0,,90.0,,,,,,,,,,,,,,,,,,
2021_12315,Braga,,158,,162,159.0,166.0,130.0,,,,,,,,,,,,,,,,,,
2021_12316,Lisboa,,149,165.0,158,136.0,,110.0,,,,,,,,,,,,,,,,,,
2021_12317,Leiria,,165,,160,,,,150.0,,,,,126.0,,,,,,,,,,,,
2021_12318,Outro,,165,,185,184.0,195.0,166.0,,,,,,,,,,,,,,,,,,
2021_12319,Lisboa,,145,,170,,,,150.0,,,170.0,,,,,,,,,,,,,,
2021_12320,Lisboa,,112,,140,,,,133.0,,,,108.0,,,,,,,,,,,,,
2021_12321,Lisboa,,102,,115,,,,122.0,,,95.0,,,,,,,,,,,,,,
2021_12322,Lisboa,,141,,136,112.0,132.0,112.0,,,,,,,,,,,,,,,,,,
2021_12323,Porto,200.0,163,198.0,195,,,,,,,,,,,,,,,,,,,,,
2021_12324,Lisboa,,168,,181,,,,163.0,,,155.0,,,,,,,,,,,,,,
2021_12325,Outro,,115,,130,,,,125.0,,,119.0,,,,,,,,,,,,,,
2021_12326,Coimbra,,167,,184,,,,165.0,185.0,,,,,,,,,,,,,,,,
2021_12327,Outro,,136,,158,,,,139.0,170.0,,,,,,,,,,,,,,,,
2021_12328,Outro,,137,,147,,,,139.0,,,,,121.0,,,,,,,,,,,,
2021_12329,Porto,,156,,183,,,,163.0,187.0,173.0,,,,,,,,,,,,,,,
2021_12330,Braga,,165,198.0,191,166.0,,200.0,,,,,,,,,,,,,,,,,,
2021_12331,Lisboa,,128,,136,105.0,,,,,134.0,,,109.0,,,,,,,,,,,,
2021_12332,Outro,,148,,170,,,,142.0,170.0,,,,,,,,,,,,,,,,
2021_12333,Outro,,140,,152,,,,150.0,,,,132.0,,,,,,,,,,,,,
2021_12334,Faro,,157,,169,,,,146.0,174.0,,,,,,,,,,,,,,,,
2021_12335,Porto,,176,200.0,200,187.0,,200.0,,,,,,,,,,,,,,,,,,
2021_12336,Porto,,107,,127,108.0,125.0,97.0,,,,,,,,,,,,,,,,,,
2021_12337,Porto,,141,,157,,,,156.0,,,,,130.0,,,,,,,,,,,,
2021_12338,Outro,,137,,143,125.0,139.0,109.0,,,,,,,,,,,,,,,,,,
2021_12339,Outro,,184,,187,160.0,178.0,168.0,,,,,,,,,,,,,,,,,,
2021_12340,Outro,,101,90.0,103,84.0,,88.0,,,,,,,,,,,,,,,,,,
2021_12341,Outro,,155,,163,138.0,156.0,147.0,,,,,,,,,,,,,,,,,,
2021_12342,Lisboa,,126,,144,126.0,139.0,122.0,,,,,,,,,,,,,,,,,,
2021_12343,Porto,,139,,154,,,,148.0,,,,,126.0,,,,,,,,,,,,
2021_12344,Outro,,126,,129,,,,126.0,,,,97.0,,,,,,,,,,,,,
2021_12345,Lisboa,,145,199.0,179,175.0,,165.0,,,,,,,,,,,,,,,,,,
2021_12346,Lisboa,,128,130.0,126,101.0,,110.0,,,,,,,,,,,,,,,,,,
2021_12347,Outro,,131,158.0,141,125.0,,97.0,,,,,,,,,,,,,,,,,,
2021_12348,Lisboa,,140,,148,140.0,147.0,125.0,,,,,,,,,,,,,,,,,,
2021_12349,Porto,,162,,184,,,,160.0,192.0,,,,,,,,,,,,,,,,
2021_12350,Braga,,137,154.0,158,136.0,,112.0,,,,,,,,,,,,,,,,,,
2021_12351,Setúbal,,145,189.0,159,126.0,,120.0,,,,,,,,,,,,,,,,,,
2021_12352,Coimbra,,80,,100,58.0,96.0,64.0,,,,,,,,,,,,,,,,,,
2021_12353,Lisboa,143.0,117,145.0,150,,,,,,,,,,,,,,,,,,,,,
2021_12354,Lisboa,,166,,187,,,,198.0,,,,,158.0,,,,,,,,,,,,
2021_12355,Outro,,146,,149,146.0,145.0,130.0,,,,,,,,,,,,,,,,,,
2021_12356,Outro,186.0,170,200.0,198,,,,,,,,,,,,,,,,,,,,,
2021_12357,Lisboa,,161,,186,,,,166.0,200.0,,,,,,,,,,,,,,,,
2021_12358,Outro,,102,,113,,,,127.0,,,71.0,,,,,,,,,,,,,,
2021_12359,Lisboa,,84,,100,40.0,67.0,52.0,,,,,,,,,,,,,,,,,,
2021_12360,Leiria,,135,,148,130.0,140.0,117.0,,,,,,,,,,,,,,,,,,
2021_12361,Leiria,,106,,108,89.0,,,,,113.0,85.0,,,,,,,,,,,,,,
2021_12362,Lisboa,,159,,174,181.0,155.0,136.0,,,,,,,,,,,,,,,,,,
2021_12363,Lisboa,,145,,149,121.0,146.0,129.0,,,,,,,,,,,,,,,,,,
2021_12364,Outro,,149,,167,165.0,170.0,142.0,,,,,,,,,,,,,,,,,,
2021_12365,Lisboa,76.0,86,,100,,,,,,,,,,50.0,,,,,,,,,,,
2021_12366,Porto,,128,,135,,,,138.0,,,,,105.0,,,,,,,,,,,,
2021_12367,Outro,,156,186.0,182,173.0,,147.0,,,,,,,,,,,,,,,,,,
2021_12368,Porto,,175,,171,,,,151.0,,,,,138.0,,,,,,,,,,,,
2021_12369,Outro,,181,,196,200.0,195.0,170.0,,,,,,,,,,,,,,,,,,
2021_12370,Lisboa,,152,,155,146.0,148.0,132.0,,,,,,,,,,,,,,,,,,
2021_12371,Lisboa,,152,,145,130.0,141.0,130.0,,,,,,,,,,,,,,,,,,
2021_12372,Coimbra,,166,,191,,,,198.0,,,168.0,,,,,,,,,,,,,,
2021_12373,Lisboa,,141,,154,,,,152.0,,,,140.0,,,,,,,,,,,,,
2021_12374,Porto,,155,198.0,176,159.0,,148.0,,,,,,,,,,,,,,,,,,
2021_12375,Braga,,126,,138,,,,127.0,,,,115.0,,,,,,,,,,,,,
2021_12376,Setúbal,,99,,118,,,,112.0,,,97.0,,,,,,,,,,,,,,
2021_12377,Lisboa,,148,,160,157.0,148.0,145.0,,,,,,,,,,,,,,,,,,
2021_12378,Outro,,140,,171,,,,145.0,178.0,,,,,,,,,,,,,,,,
2021_12379,Coimbra,,181,,190,179.0,174.0,200.0,,,,,,,,,,,,,,,,,,
2021_12380,Outro,,125,,129,115.0,115.0,98.0,,,,,,,,,,,,,,,,,,
2021_12381,Porto,,156,,182,,,,154.0,188.0,,,,,,,,,,,,,,,,
2021_12382,Lisboa,,139,,160,,,,146.0,165.0,,,,,,,,,,,,,,,,
2021_12383,Faro,,127,,157,,,,128.0,162.0,,,,,,,,,,,,,,,,
2021_12384,Lisboa,,161,,198,180.0,195.0,186.0,,,,,,,,,,,,,,,,,,
2021_12385,Lisboa,,85,,100,28.0,85.0,50.0,,,,,,,,,,,,,,,,,,
2021_12386,Outro,,141,,145,127.0,137.0,120.0,,,,,,,,,,,,,,,,,,
2021_12387,Porto,,157,200.0,184,163.0,,155.0,,,,,,,,,,,,,,,,,,
2021_12388,Lisboa,,127,,133,,,,126.0,,,,,115.0,,,,,,,,,,,,
2021_12389,Lisboa,,127,150.0,145,125.0,,105.0,,,,,,,,,,,,,,,,,,
2021_12390,Faro,,158,,182,196.0,,,,,168.0,,,139.0,,,,,,,,,,,,
2021_12391,Porto,,99,87.0,101,86.0,,83.0,,,,,,,,,,,,,,,,,,
2021_12392,Outro,,96,,104,,,,120.0,,,69.0,,,,,,,,,,,,,,
2021_12393,Lisboa,,159,,177,,,,166.0,,,168.0,,,,,,,,,,,,,,
2021_12394,Porto,,142,,154,136.0,146.0,126.0,,,,,,,,,,,,,,,,,,
2021_12395,Lisboa,,165,,197,,,,187.0,199.0,,,,,,,,,,,,,,,,
2021_12396,Lisboa,,158,199.0,195,193.0,,143.0,,,,,,,,,,,,,,,,,,
2021_12397,Outro,,147,,147,139.0,156.0,112.0,,,,,,,,,,,,,,,,,,
2021_12398,Lisboa,118.0,100,87.0,117,,,,,,,,,,,,,,,,,,,,,
2021_12399,Outro,,120,135.0,132,116.0,,100.0,,,,,,,,,,,,,,,,,,
2021_12400,Outro,,147,,154,,,,145.0,,,,,129.0,,,,,,,,,,,,
2021_12401,Faro,,116,,116,99.0,117.0,83.0,,,,,,,,,,,,,,,,,,
2021_12402,Braga,,179,,180,,,,167.0,,,,152.0,,,,,,,,,,,,,
2021_12403,Setúbal,,145,,146,128.0,146.0,125.0,,,,,,,,,,,,,,,,,,
2021_12404,Braga,,165,,167,168.0,163.0,145.0,,,,,,,,,,,,,,,,,,
2021_12405,Setúbal,,130,,122,113.0,127.0,88.0,,,,,,,,,,,,,,,,,,
2021_12406,Braga,,156,,167,,,,168.0,,,,139.0,,,,,,,,,,,,,
2021_12407,Faro,,150,,154,143.0,152.0,120.0,,,,,,,,,,,,,,,,,,
2021_12408,Lisboa,,165,,180,185.0,172.0,146.0,,,,,,,,,,,,,,,,,,
2021_12409,Braga,,123,,139,115.0,126.0,102.0,,,,,,,,,,,,,,,,,,
2021_12410,Outro,,76,,100,0.0,,,,,0.0,46.0,,,,,,,,,,,,,,
2021_12411,Lisboa,,169,186.0,181,175.0,,139.0,,,,,,,,,,,,,,,,,,
2021_12412,Braga,,157,,187,,,,170.0,192.0,,,,,,,,,,,,,,,,
2021_12413,Outro,,122,,137,,,,142.0,,,113.0,,,,,,,,,,,,,,
2021_12414,Lisboa,,177,,181,167.0,,,,,173.0,,,139.0,,,,,,,,,,,,
2021_12415,Porto,167.0,135,156.0,155,142.0,,,,,,,,,,,,,,,,,,,,
2021_12416,Porto,,116,126.0,122,96.0,,89.0,,,,,,,,,,,,,,,,,,
2021_12417,Outro,,165,,172,162.0,152.0,128.0,,,,,,,,,,,,,,,,,,
2021_12418,Outro,166.0,147,,169,,,,,,,,,,157.0,,,,,,,,,,,
2021_12419,Faro,178.0,158,200.0,193,,,,,,,,,,,,,,,,,,,,,
2021_12420,Lisboa,,145,,151,147.0,,,,,131.0,126.0,,,,,,,,,,,,,,
2021_12421,Faro,,155,,179,184.0,,,,,166.0,162.0,,,,,,,,,,,,,,
2021_12422,Leiria,,145,180.0,164,122.0,,115.0,,,,,,,,,,,,,,185.0,,,,
2021_12423,Porto,,157,,167,152.0,149.0,147.0,,,,,,,,,,,,,,,,,,
2021_12424,Porto,121.0,117,82.0,118,,,,,,,,,,,,,,,,,,,,,
2021_12425,Coimbra,,150,177.0,160,137.0,,123.0,,,,,,,,,,,,,,,,,,
2021_12426,Outro,,140,,152,141.0,,,,,150.0,,,127.0,,,,,,,,,,,,
2021_12427,Porto,188.0,171,,193,,,,,,,,,,186.0,,,,,,,,,,,
2021_12428,Outro,,135,,140,128.0,130.0,105.0,,,,,,,,,,,,,,,,,,
2021_12429,Setúbal,,129,,128,107.0,127.0,103.0,,,,,,,,,,,,,,,,,,
2021_12430,Outro,,149,191.0,172,150.0,,128.0,,,,,,,,,,,,,,,,,,
2021_12431,Outro,,146,185.0,165,140.0,,124.0,,,,,,,,,,,,,,,,,,
2021_12432,Lisboa,,140,,151,,,,142.0,,,,123.0,,,,,,,,,,,,,
2021_12433,Porto,,168,,184,,,,175.0,,,175.0,,,,,,,,,,,,,,
2021_12434,Outro,,181,,200,,,,198.0,,,176.0,,,,,,,,,,,,,,
2021_12435,Lisboa,,172,,186,,,,198.0,,,,155.0,,,,,,,,,,,,,
2021_12436,Outro,127.0,118,96.0,128,,,,,,,,,,,,,,,,,,,,,
2021_12437,Lisboa,,167,,194,168.0,158.0,200.0,,,,,,,,,,,,,,,,,,
2021_12438,Porto,,160,,187,,,,198.0,,,,,167.0,,,,,,,,,,,,
2021_12439,Porto,,148,165.0,156,135.0,,121.0,,,,,,,,,,,,,,,,,,
2021_12440,Lisboa,,117,,121,120.0,,,,,124.0,106.0,,,,,,,,,,,,,,
2021_12441,Lisboa,,138,,151,135.0,142.0,142.0,,,,,,,,,,,,,,,,,,
2021_12442,Lisboa,,198,,191,200.0,,,,,173.0,,,135.0,,,,,,,,,,,,
2021_12443,Coimbra,146.0,123,137.0,153,,,,,,,,,,,,,,,,,,,,,
2021_12444,Outro,,95,,119,,,,118.0,,,,,95.0,,,,,,,,,,,,
2021_12445,Outro,,137,,155,,,,140.0,,,136.0,,,,,,,,,,,,,,
2021_12446,Lisboa,,85,,100,25.0,73.0,60.0,,,,,,,,,,,,,,,,,,
2021_12447,Braga,,151,,165,146.0,153.0,128.0,,,,,,,,,,,,,,,,,188.0,
2021_12448,Lisboa,166.0,156,,167,,,,,,,,,,158.0,,,,,,,,,,,
2021_12449,Braga,,156,,180,172.0,159.0,143.0,,,,,,,,,,,,,,,,,,
2021_12450,Lisboa,,171,,181,190.0,163.0,156.0,,,,,,,,,,,,,,,,,,
2021_12451,Faro,,131,,164,,,,139.0,175.0,,,,,,,,,,,,,,,,
2021_12452,Porto,163.0,145,,163,,,,,,,,,,148.0,,,,,,,,,,,
2021_12453,Lisboa,,145,,165,,,,142.0,176.0,,,,,,,,,,,,,,,,
2021_12454,Braga,,111,,104,72.0,103.0,80.0,,,,,,,,,,,,,,,,,,
2021_12455,Lisboa,,128,,132,,,,137.0,,,,103.0,,,,,,,,,,,,,
2021_12456,Lisboa,,143,,151,148.0,,,,,138.0,,,121.0,,,,,,,,,,,,
2021_12457,Leiria,,155,,172,155.0,153.0,155.0,,,,,,,,,,,,,,,,,,
2021_12458,Lisboa,188.0,198,,200,,,,,,,,,,200.0,,,,,,,,200.0,,,
2021_12459,Porto,,162,,190,178.0,,,,,200.0,170.0,,,,,,,,,,,,,,
2021_12460,Lisboa,,137,,147,149.0,142.0,118.0,,,,,,,,,,,,,,,,,,
2021_12461,Braga,125.0,120,111.0,131,,,,,,,,,,,,,,,,,,,,,
2021_12462,Outro,,165,,176,156.0,,,,,162.0,151.0,,,,,,,,,,,,,,
2021_12463,Lisboa,,158,,174,171.0,156.0,137.0,,,,,,,,,,,,,,,,,,
2021_12464,Leiria,,138,,144,129.0,141.0,115.0,,,,,,,,,,,,,,,,,,
2021_12465,Coimbra,,152,,149,145.0,139.0,118.0,,,,,,,,,,,,,,,,,,
2021_12466,Porto,,175,,178,189.0,162.0,155.0,,,,,,,,,,,,,,,,,,
2021_12467,Porto,,126,107.0,117,91.0,122.0,95.0,,,,,,,,,,,,,,,,,,
2021_12468,Lisboa,,128,,135,,,,145.0,,,110.0,,,,,,,,,,,,,,
2021_12469,Lisboa,171.0,141,,169,,,,,,,,,,156.0,,,,,,,,,,,
2021_12470,Outro,,123,,150,,,,133.0,165.0,,,,,,,,,,,,,,,,
2021_12471,Outro,,114,,121,,,,116.0,,,,92.0,,,,,,,,,,,,,
2021_12472,Lisboa,,96,,100,,,,104.0,,,,60.0,,,,,,,,,,,,,
2021_12473,Faro,,177,,186,200.0,172.0,155.0,,,,,,,,,,,,,,,,,,
2021_12474,Braga,,146,,161,158.0,143.0,124.0,,,,,,,,,,,,,,,,,,
2021_12475,Porto,,125,,133,,,,130.0,,,129.0,,,,,,,,,,,,,,
2021_12476,Lisboa,,145,,170,,,,152.0,179.0,,,,,,,,,,,,,,,,
2021_12477,Porto,,95,,122,,,,117.0,,,,,100.0,,,,,,,,,,,,
2021_12478,Coimbra,,117,,117,82.0,,,,,106.0,,,97.0,,,,,,,,,,,,
2021_12479,Lisboa,,146,,139,137.0,128.0,104.0,,,,,,,,,,,,,,,,,,
2021_12480,Lisboa,,168,,175,,,,154.0,,,165.0,,,,,,,,,,,,,,
2021_12481,Coimbra,,147,,156,,,,156.0,,,,,123.0,,,,,,,,,,,,
2021_12482,Lisboa,,150,,152,127.0,136.0,140.0,,,,,,,,,,,,,,,,,,
2021_12483,Outro,,135,,142,107.0,,,,,142.0,,,119.0,,,,,,,,,,,,
2021_12484,Lisboa,,156,,157,,,,146.0,,,,,126.0,,,,,,,,,,,,
2021_12485,Braga,,178,,178,,,,155.0,,,,169.0,,,,,,,,,,,,,
2021_12486,Outro,,158,,173,167.0,164.0,164.0,,,,,,,,,,,,,,,,,,
2021_12487,Outro,,129,,139,108.0,141.0,111.0,,,,,,,,,,,,,,,,,,
2021_12488,Outro,,157,,170,157.0,171.0,159.0,,,,,,,,,,,,,,,,,,
2021_12489,Lisboa,,146,178.0,151,125.0,,115.0,,,,,,,,,,,,,,,,,,
2021_12490,Faro,,136,,142,135.0,127.0,100.0,,,,,,,,,,,,,,,,,,
2021_12491,Coimbra,,145,,170,,,,147.0,175.0,,,,,,,,,,,,,,,,
2021_12492,Porto,,177,,185,177.0,,,,,175.0,,,146.0,,,,,,,,,,,,
2021_12493,Outro,,133,,149,,,,136.0,,,135.0,,,,,,,,,,,,,,
2021_12494,Outro,,148,,167,150.0,165.0,153.0,,,,,,,,,,,,,,,,,,
2021_12495,Outro,,165,,192,,,,198.0,,,174.0,,,,,,,,,,,,,,
2021_12496,Setúbal,,122,,122,115.0,123.0,89.0,,,,,,,,,,,,,,,,,,
2021_12497,Lisboa,,146,,172,170.0,,,,,168.0,,,129.0,,,,,,,,,,,,
2021_12498,Outro,175.0,150,,178,,,,,,,,,,152.0,,,,,,,,,,,
2021_12499,Faro,,100,,100,60.0,88.0,56.0,,,,,,,,,,,,,,,,,,
2021_12500,Outro,176.0,173,195.0,196,,,,,,,,,,,,,,,,,,,,,
2021_12501,Porto,,146,,159,,,,158.0,,,,,130.0,,,,,,,,,,,,
2021_12502,Leiria,,198,200.0,200,176.0,,172.0,,,,,,,,,,,,,,,,,,
2021_12503,Lisboa,,148,,153,134.0,,,,,143.0,,,126.0,,,,,,,,,,,,
2021_12504,Outro,,107,,113,81.0,117.0,78.0,,,,,,,,,,,,,,,,,,
2021_12505,Lisboa,,170,,186,170.0,,,,,168.0,173.0,,,,,,,,,,,,,,
2021_12506,Faro,,151,,175,,,,158.0,182.0,,,,,,,,,,,,,,,,
2021_12507,Lisboa,,121,138.0,130,99.0,,104.0,,,,,,,,,,,,,,,,,,
2021_12508,Lisboa,,139,,166,168.0,149.0,125.0,,,,,,,,,,,,,,,,,,
2021_12509,Leiria,,111,,107,79.0,101.0,80.0,,,,,,,,,,,,,,,,,,
2021_12510,Coimbra,,139,,154,156.0,157.0,119.0,,,,,,,,,,,,,,,,,,
2021_12511,Porto,,147,,156,141.0,143.0,143.0,,,,,,,,,,,,,,,,,,
2021_12512,Porto,,125,,133,112.0,,,,,140.0,,,113.0,,,,,,,,,,,,
2021_12513,Lisboa,,198,,186,,,,182.0,,,,,141.0,,,,,,,,,,,,
2021_12514,Outro,138.0,110,,142,,,,,,,,,,127.0,,,,,,,,,,,
2021_12515,Outro,,148,,170,,,,148.0,182.0,,,,,,,,,,,,,,,,
2021_12516,Lisboa,162.0,146,,166,,,,,,,,,,160.0,,,,,,,,,,,
2021_12517,Outro,,198,,200,,,,167.0,,,,193.0,,,,,,,,,,,,,
2021_12518,Porto,,150,,162,,,,162.0,,,,,129.0,,,,,,,,,,,,
2021_12519,Setúbal,,96,,100,53.0,99.0,75.0,,,,,,,,,,,,,,,,,,
2021_12520,Setúbal,,126,,138,115.0,132.0,123.0,,,,,,,,,,,,,,,,,,
2021_12521,Leiria,,165,,180,175.0,,,,,168.0,188.0,,,,,,,,,,,,,,
2021_12522,Porto,,167,,181,,,,168.0,,,,157.0,,,,,,,,,,,,,
2021_12523,Braga,,135,,140,,,,144.0,,,,108.0,,,,,,,,,,,,,
2021_12524,Porto,,149,,161,142.0,159.0,138.0,,,,,,,,,150.0,,,,,,,,,
2021_12525,Lisboa,,162,200.0,200,186.0,,172.0,,,,,,,,,,,,,,,,,,
2021_12526,Lisboa,,97,,104,82.0,,,,,107.0,81.0,,,,,,,,,,,,,,
2021_12527,Outro,130.0,118,122.0,133,,,,,,,,,,,,,,,,,,,,,
2021_12528,Outro,,160,,181,,,,164.0,,,,157.0,,,,,,,,,,,,,
2021_12529,Lisboa,,169,198.0,182,175.0,,145.0,,,,,,,,,,,,,,,,,,
2021_12530,Porto,,116,115.0,102,95.0,,82.0,,,,,,,,,,,,,,,,,,
2021_12531,Porto,,130,,138,,,,136.0,,,,112.0,,,,,,,,,,,,,
2021_12532,Outro,,142,,152,131.0,,,,,143.0,126.0,,,,,,,,,,,,,,
2021_12533,Braga,,127,166.0,148,137.0,,122.0,,,,,,,,,,,,,,,,,,
2021_12534,Lisboa,,150,,160,,,,140.0,,,,123.0,,,,,,,,,,,,,
2021_12535,Lisboa,,120,,152,,,,125.0,161.0,,,,,,,,,,,,,,,,
2021_12536,Outro,,110,,120,107.0,116.0,95.0,,,,,,,,,,,,,,,,,,
2021_12537,Porto,,136,,157,145.0,141.0,110.0,,,,,,,,,,,,,,,,,,
2021_12538,Lisboa,,145,,176,155.0,,,,,165.0,165.0,,,,,,,,,,,,,,
2021_12539,Coimbra,,148,166.0,154,131.0,,117.0,,,,,,,,,,,,,,,,,,
2021_12540,Outro,,135,171.0,148,140.0,,117.0,,,,,,,,,,,,,,,,,,
2021_12541,Porto,,165,,188,193.0,,,,,170.0,,,155.0,,,,,,,,,,,,
2021_12542,Porto,,129,,132,98.0,,,,,127.0,126.0,,,,,,,,,,,,,,
2021_12543,Porto,,140,,157,159.0,152.0,123.0,,,,,,,,,,,,,,,,,,
2021_12544,Braga,,146,,167,163.0,,,,,172.0,,,127.0,,,,,,,,,,,,
2021_12545,Porto,,198,,200,200.0,,,,,200.0,186.0,,,,,,,,,,,,,,
2021_12546,Porto,,135,189.0,168,159.0,,131.0,,,,,,,,,,,,,,,,,,
2021_12547,Outro,,158,195.0,176,158.0,,141.0,,,,,,,,,,,,,,,,,,
2021_12548,Lisboa,,160,,171,185.0,,,,,166.0,,,137.0,,,,,,,,,,,,
2021_12549,Outro,,156,,176,,,,148.0,173.0,,,,,,,,,,,,,,,,
2021_12550,Porto,,142,,144,150.0,,122.0,,,146.0,,,119.0,,,,,,,,,,,,
2021_12551,Braga,,97,,101,78.0,102.0,60.0,,,,,,,,,,,,,,,,,,
2021_12552,Braga,,142,,164,,,,152.0,,,158.0,,,,,,,,,,,,,,
2021_12553,Lisboa,,156,,180,179.0,168.0,159.0,,,,,,,,,,,,,,,,,,
2021_12554,Lisboa,,141,,175,,,,138.0,171.0,,,,,,,,,,,,178.0,,,,
2021_12555,Porto,,151,,174,165.0,,,,,169.0,,,156.0,,,,,,,,,,,,
2021_12556,Lisboa,,182,,171,157.0,176.0,150.0,,,,,,,,,,,,,,,,,,
2021_12557,Setúbal,,121,,121,111.0,124.0,88.0,,,,,,,,,,,,,,,,,,
2021_12558,Braga,161.0,132,157.0,161,,,,,,,,,,,,,,,,,,,,,
2021_12559,Lisboa,,147,,172,164.0,166.0,132.0,,,,,,,,,,,,,,,,,,
2021_12560,Lisboa,,158,,180,175.0,163.0,175.0,,,,,,,,,,,,,,,,,,
2021_12561,Lisboa,,155,,168,177.0,,,,,168.0,,,132.0,,,,,,,,,,,,
2021_12562,Faro,,156,,187,179.0,,,,,179.0,173.0,,,,,,,,,,,,,,
2021_12563,Porto,,125,,124,100.0,,,,,120.0,110.0,,,,,,,,,,,,,,
2021_12564,Lisboa,,157,,163,155.0,155.0,132.0,,,,,,,,,,,,,,,,,,
2021_12565,Setúbal,,115,,133,,,,122.0,136.0,,,,,,,,,,,,,,,,
2021_12566,Lisboa,,130,,142,,,,145.0,,,,123.0,,,,,,,,,,,,,
2021_12567,Lisboa,,176,,185,172.0,166.0,177.0,,,,,,,,,,,,,,,,,,
2021_12568,Leiria,,109,,127,106.0,107.0,100.0,,,,,,,,,,,,,,,,,,
2021_12569,Lisboa,,180,,190,156.0,168.0,178.0,,,,,,,,,,,,,,,,,,
2021_12570,Lisboa,,168,,171,150.0,,,,,163.0,,,140.0,,,,,,,,,,,,
2021_12571,Leiria,,138,,158,,156.0,,146.0,,,145.0,,,,,,,,,,,,,,
2021_12572,Braga,,157,,163,,,,152.0,,,,143.0,,,,,,,,,,,,,
2021_12573,Braga,,111,89.0,110,73.0,,70.0,,,,,,,,,,,,,,,,,,
2021_12574,Porto,,185,,189,179.0,166.0,200.0,,,,,,,,,,,,,,,,,,
2021_12575,Lisboa,,95,,123,,,,112.0,,,,,101.0,,,,,,,,,,,,
