Aluno_ID,Distrito,Historia_A,Portugues,Geografia_A,Nota_Interna,Matematica_A,Fisica_Quimica_A,Biologia_Geologia,Geometria_Descritiva_A,Economia_A,Desenho_A,Filosofia,HCA,MACS,Literatura_Portuguesa,Ingles,Historia_B,Matematica_B,Latim_A,Alemao,Espanhol_Iniciacao,Portugues_L2,Portugues_LNM,Frances
2018_3412,Outro,,138,,159,,,,,,187.0,,128.0,,,,,,,,,,,
2018_3413,Outro,,87,,100,49.0,68.0,69.0,,,,,,,,,,,,,,,,
2018_3414,Porto,,111,,128,127.0,108.0,109.0,,,,,,,,,,,,,,,,
2018_3415,Lisboa,95.0,100,,105,,,,,,,,,,95.0,,,,,,,,,
2018_3416,Lisboa,,130,,146,127.0,126.0,,141.0,,,,,,,,,,,,,,,
2018_3417,Porto,100.0,101,,108,,,,,,,,,85.0,,,,,,,,,,
2018_3418,Porto,,108,112.0,127,119.0,,,,116.0,,,,,,,,,,,,,,
2018_3419,Setúbal,35.0,47,,100,,,,,,,,,,68.0,,,,,,,,,
2018_3420,Porto,,95,,107,85.0,98.0,83.0,,,,,,,,,,,,,,,,
2018_3421,Outro,138.0,166,,180,,,,,,,,,,,176.0,,,,,,,,
2018_3422,Porto,115.0,135,,142,,,,,,,,,,125.0,,,,,,,,,
2018_3423,Setúbal,,127,,153,139.0,151.0,149.0,,,,,,,,,,,,,,,,
2018_3424,Braga,,190,156.0,184,171.0,,,,172.0,,,,,,,,,,,,,,
2018_3425,Lisboa,,105,,107,88.0,96.0,105.0,,,,,,,,,,,,,,,,
2018_3426,Outro,,117,,134,120.0,116.0,118.0,,,,,,,,,,,,,,,,
2018_3427,Lisboa,70.0,88,,108,,,,,,,,,,,127.0,,,,,,,,
2018_3428,Lisboa,,147,,193,200.0,,,,200.0,,,,166.0,,,,,,,,,,
2018_3429,Outro,,99,110.0,116,69.0,,,,85.0,,,,,,,118.0,,,,,,,
2018_3430,Porto,128.0,157,,150,,,,,,,,,,141.0,,,,,,,,,
2018_3431,Braga,196.0,177,,194,,,,,,,,,163.0,,,,,,,,,,
2018_3432,Braga,,107,,118,95.0,95.0,106.0,,,,,,,,,,,,,,,,
2018_3433,Lisboa,115.0,126,146.0,141,,,,,,,,,,,,,,,,,,,
2018_3434,Lisboa,116.0,135,,137,,,,,,,,,,126.0,,,,,,,,,
2018_3435,Outro,,113,,133,125.0,,,,121.0,,,,122.0,,,,,,,,,,
2018_3436,Outro,135.0,125,,143,,,,,,,,,,126.0,,,,,,,,,
2018_3437,Braga,,88,,100,51.0,,,,70.0,,,,68.0,,,,,,,,,,
2018_3438,Setúbal,,96,,112,85.0,107.0,105.0,,,,,,,,,,,,,,,,
2018_3439,Braga,120.0,149,,152,,,,,,,,,155.0,,,,,,,,,,
2018_3440,Coimbra,87.0,100,,100,,,,,,,,,79.0,,,,,,,,,,
2018_3441,Porto,70.0,86,88.0,100,,,,,,,,,,,,,,,,,,,
2018_3442,Setúbal,61.0,75,,100,,,,,,,,,50.0,,,,,,,,,,
2018_3443,Braga,148.0,190,,182,,,,,,,,,,,170.0,,,,,,,,
2018_3444,Setúbal,,107,,120,115.0,109.0,119.0,,,,,,,,,,,,,,,,
2018_3445,Faro,,130,,138,125.0,139.0,115.0,,,,,,,,,,,,,,,,
2018_3446,Braga,,145,,158,137.0,132.0,142.0,,,,,,,,,,,,,,,,
2018_3447,Braga,,155,,163,,,,,,158.0,,137.0,,,,,,,,,,,
2018_3448,Setúbal,,135,,174,166.0,186.0,142.0,,,,,,,,,,,,,,,,
2018_3449,Setúbal,133.0,150,,159,,,,,,,,,156.0,,,,,,,,,,
2018_3450,Outro,,85,,100,72.0,90.0,80.0,,,,,,,,,,,,,,,,
2018_3451,Braga,,136,138.0,157,165.0,,,,139.0,,,,,,,,,,,,,,
2018_3452,Porto,,152,,181,165.0,157.0,,191.0,,,,,,,,,,,,,,,
2018_3453,Outro,108.0,117,130.0,128,,,,,,,,,,,,,,,,,,,
2018_3454,Lisboa,,151,,192,179.0,188.0,,200.0,,,,,,,,,,,,,,,
2018_3455,Setúbal,148.0,167,,180,,,,,,,,,,190.0,,,,,,,,,
2018_3456,Outro,,105,122.0,114,91.0,,,,106.0,,,,,,,,,,,,,,
2018_3457,Faro,,130,,173,165.0,172.0,149.0,,,,,,,,,,,,,,,,
2018_3458,Porto,,117,,118,89.0,99.0,112.0,,,,,,,,,,,,,,,,
2018_3459,Porto,,137,146.0,169,165.0,,,,167.0,,,,,,,,,,,,,,
2018_3460,Setúbal,,155,136.0,162,165.0,,,,160.0,,,,,,,,,,,,,,
2018_3461,Lisboa,111.0,140,,144,,,,,,,,,145.0,,,,,,,,,,
2018_3462,Coimbra,,139,,172,155.0,145.0,157.0,,,,,,,,,,,,,,,,
2018_3463,Outro,,107,,126,90.0,109.0,116.0,,,,,,,,,,,,,,,,
2018_3464,Outro,111.0,126,,130,,,,,,,,,112.0,,,,,,,,,,
2018_3465,Lisboa,,71,,100,66.0,68.0,65.0,,,,,,,,,,,,,,,,
2018_3466,Braga,,125,,142,128.0,110.0,,151.0,,,,,,,,,,,,,,,
2018_3467,Outro,,116,,136,,,,121.0,,145.0,,,,,,,,,,,,,
2018_3468,Faro,,146,190.0,192,195.0,,,,200.0,,,,,,,,,,,,,,
2018_3469,Porto,,111,,129,125.0,108.0,,112.0,,,,,,,,,,,,,,,
2018_3470,Braga,,101,,116,98.0,105.0,95.0,,,,,,,,,,,,,,,,
2018_3471,Outro,,125,,146,117.0,152.0,131.0,,,,,,,,,,,,,,,,
2018_3472,Porto,,145,,159,146.0,157.0,143.0,,,,,,,,,,,,,,,,
2018_3473,Lisboa,90.0,100,106.0,114,,,,,,,,,,,,,,,,,,,
2018_3474,Lisboa,148.0,190,,189,,,,,,,,,199.0,,,,,,,,,,
2018_3475,Porto,,135,,148,145.0,147.0,131.0,,,,,,,,,,,,,,,,
2018_3476,Coimbra,,190,,179,158.0,148.0,,177.0,,,,,,,,,,,,,,,
2018_3477,Porto,,148,,187,157.0,193.0,,180.0,,,,,,,,,,,,,,,
2018_3478,Lisboa,,128,,144,141.0,118.0,140.0,,,,,,,,,,,,,,,,
2018_3479,Lisboa,95.0,110,114.0,122,,,,,,,,,,,,,,,,,,,
2018_3480,Outro,,190,,180,180.0,152.0,166.0,,,,,,,,,,,,,,,,
2018_3481,Braga,105.0,108,,127,,,,,,,,,113.0,,,,,,,,,,
2018_3482,Braga,,105,,104,95.0,95.0,90.0,,,,,,,,,,,,,,,,
2018_3483,Leiria,,96,,100,75.0,87.0,,80.0,,,,,,,,,,,,,,,
2018_3484,Outro,92.0,96,,102,,,,,,,,,85.0,,,,,,,,,,
2018_3485,Lisboa,,125,,136,116.0,,,,130.0,,,,129.0,,,,,,,,,,
2018_3486,Porto,107.0,110,,126,,,,,,,,,,118.0,,,,,,,,,
2018_3487,Porto,,147,,191,185.0,158.0,,188.0,,,,,,,,,,,,,,,
2018_3488,Lisboa,196.0,190,,200,,,,,,,,,,,166.0,,,,,,,,
2018_3489,Leiria,,106,,101,90.0,98.0,88.0,,,,,,,,,,,,,,,,
2018_3490,Lisboa,,127,118.0,129,122.0,,,,127.0,,,,96.0,,,,,,,,,,
2018_3491,Leiria,,135,,175,179.0,161.0,161.0,,,,,,,,,,,,,,,,
2018_3492,Leiria,,130,,163,,,,156.0,,148.0,,,,,,,,,,,,,
2018_3493,Lisboa,75.0,101,,104,,,,,,,,,,95.0,,,,,,,,,
2018_3494,Porto,,78,,100,45.0,68.0,68.0,,,,,,,,,,,,,,,,
2018_3495,Lisboa,95.0,119,,129,,,,,,,,,,,136.0,,,,,,,,
2018_3496,Setúbal,86.0,105,,110,,,,,,,,,83.0,,,,,,,,,,
2018_3497,Lisboa,,190,,189,161.0,167.0,180.0,,,,,,,,,,,,,,,,
2018_3498,Porto,,146,,164,159.0,160.0,160.0,,,,,,,,,,,,,,,,
2018_3499,Lisboa,,172,,186,172.0,171.0,167.0,,,,,,,,,,,,,,,,
2018_3500,Faro,,148,,160,146.0,145.0,156.0,164.0,,,,,,,,,,,,,,,
2018_3501,Braga,102.0,110,112.0,125,,,,,,,,,,,,,,,,,,,
2018_3502,Coimbra,,112,112.0,125,116.0,,,,96.0,,,,,,,,,,,,,,
2018_3503,Lisboa,,129,,133,108.0,,,,118.0,,,,122.0,,,,,,,,,,
2018_3504,Lisboa,147.0,152,,164,,,,,,,,,146.0,,,,,,,,,,
2018_3505,Setúbal,,16,,100,,,,,,80.0,,11.0,,,,,,,,,,,
2018_3506,Porto,113.0,122,,148,,,,,,,,,,,162.0,,,,,,,,
2018_3507,Lisboa,,129,,158,163.0,162.0,138.0,,,,,,,,,,,,,,,,
2018_3508,Outro,101.0,116,,123,,,,,,,,,,117.0,,,,,,,,,
2018_3509,Porto,,107,130.0,130,101.0,,,,111.0,,,,,,,,,,,,120.0,,
2018_3510,Outro,,106,,122,100.0,118.0,98.0,,,,,,,,,,,,,,,,
2018_3511,Lisboa,,125,,139,126.0,128.0,,115.0,,,,,,,,,,,,,,,
2018_3512,Faro,,108,,101,81.0,,,,96.0,,,,88.0,,,,,,,,,,
2018_3513,Setúbal,106.0,115,,131,,,,,,,,,,,137.0,,,,,,,,
2018_3514,Outro,,97,,108,105.0,90.0,107.0,,,,,,,,,,,,,,,,
2018_3515,Outro,81.0,90,110.0,111,,,,,,,,,,,,,,,,,,,
2018_3516,Porto,65.0,70,,100,,,,,,,,,,66.0,,,,,,,,,
2018_3517,Porto,,105,,110,100.0,95.0,104.0,,,,,,,,,,,,,,,,
2018_3518,Lisboa,,138,,163,153.0,141.0,157.0,,,,,,,,,,,,,,,,
2018_3519,Lisboa,135.0,140,,144,,,,,,,,,,120.0,,,,,,,,,
2018_3520,Faro,113.0,117,,143,,,,,,,,,,,158.0,,,,,,,,
2018_3521,Outro,,86,100.0,100,58.0,,,,82.0,,,,,,,,,,,,,,
2018_3522,Outro,,125,,151,140.0,133.0,145.0,,,,,,,,,,,,,,,,
2018_3523,Porto,,155,,170,177.0,164.0,150.0,,,,,,,,,,,,,,,,
2018_3524,Porto,,115,,133,102.0,131.0,120.0,,,,,,,,,,,,,,,,
2018_3525,Setúbal,89.0,96,106.0,118,,,,,,,,,,,,,,,,,,,
2018_3526,Braga,,115,,142,130.0,138.0,135.0,,,,,,,,,,,,,,,,
2018_3527,Outro,,90,,100,76.0,77.0,85.0,,,,,,,,,,,,,,,,
2018_3528,Outro,,140,,157,156.0,143.0,152.0,,,,,,,,,,,,,,,,
2018_3529,Lisboa,,149,,186,182.0,190.0,168.0,,,,,,,,,,,,,,,,
2018_3530,Outro,,122,,142,,,,,,151.0,,111.0,,,,,,,,,,,
2018_3531,Braga,,120,,128,117.0,,,,110.0,,,,110.0,,,,,,,,,,
2018_3532,Braga,98.0,107,,121,,,,,,,,,,100.0,,,,,,,,,
2018_3533,Porto,,116,,121,92.0,110.0,96.0,,,,,,,,,,,,,,,,
2018_3534,Lisboa,,125,,140,,,,,,141.0,,105.0,,,,,,,,,,,
2018_3535,Lisboa,138.0,143,,166,,,,,,,,,151.0,,,,,,,,,,
2018_3536,Lisboa,,116,,122,95.0,115.0,118.0,,,,,97.0,,,,,,,,,,,
2018_3537,Outro,196.0,190,190.0,200,,,,,,,,,,,,,,,,,,,
2018_3538,Porto,,136,,169,178.0,158.0,147.0,,,,,,,,,,,,,,,,
2018_3539,Braga,,145,,174,185.0,151.0,,165.0,,,,,,,,,,,,,,,
2018_3540,Porto,,102,,103,86.0,99.0,95.0,,,,,,,,,,,,,,,,
2018_3541,Lisboa,,138,,151,150.0,140.0,137.0,,,,,,,,,,,,,,,,
2018_3542,Porto,100.0,117,,129,,,,,,,,,,,148.0,,,,,,,,
2018_3543,Braga,,149,,151,146.0,158.0,138.0,,,,,,,,,,,,,,,,
2018_3544,Setúbal,156.0,177,,190,,,,,,,,,199.0,,,,,,,,,,
2018_3545,Outro,,106,,106,86.0,86.0,,101.0,,,,,,,,,,,,,,,
2018_3546,Setúbal,,96,,100,59.0,,,,91.0,,,,78.0,,,,,,,,,,
2018_3547,Outro,,129,,158,141.0,156.0,138.0,,,,,,,,,,,,,,,,
2018_3548,Porto,,110,,139,,,,105.0,,141.0,,,,,,,,,,,,,
2018_3549,Lisboa,136.0,139,,164,,,,,,,,,141.0,,,,,,,,,,
2018_3550,Porto,95.0,107,112.0,121,,,,,,,,,,,,,,,,,,,
2018_3551,Lisboa,,135,146.0,171,181.0,,,,171.0,,,,,,,,,,,,,,
2018_3552,Outro,,132,,169,140.0,161.0,,188.0,,,,,,,,,,,,,,,
2018_3553,Porto,,165,148.0,179,200.0,,,,149.0,,,,,,,,,,,,,,
2018_3554,Lisboa,,122,,155,135.0,140.0,155.0,,,,,,,,,,,,,,,,
2018_3555,Faro,178.0,167,,192,,,,,,,,,155.0,,,,,,,194.0,,,
2018_3556,Lisboa,,76,,100,52.0,62.0,,29.0,,,,,,,,,,,,,,,
2018_3557,Outro,,145,,193,186.0,180.0,195.0,,,,,,,,177.0,,,,,,,,
2018_3558,Braga,,116,,114,97.0,98.0,103.0,,,,,,,,,,,,,,,,
2018_3559,Lisboa,,101,,119,95.0,116.0,114.0,,,,,,,,,,,,,,,,
2018_3560,Outro,121.0,145,,160,,,,,,,,,,,168.0,,,,,,,,
2018_3561,Outro,95.0,109,,122,,,,,,,,,,115.0,,,,,,,,,
2018_3562,Porto,,153,,159,152.0,136.0,135.0,,,,,,,,,,,,,,,,
2018_3563,Porto,117.0,126,128.0,142,,,,,,,,,,,,,,,,,,,
2018_3564,Outro,100.0,102,108.0,112,,,,,,,,,,,,,,,,,,,
2018_3565,Outro,,145,146.0,154,149.0,,,,136.0,,,,,,,,,,,,,,
2018_3566,Braga,,116,,122,113.0,115.0,,100.0,,,,,,,,,,,,,,,
2018_3567,Porto,,112,,137,,,,,,149.0,,108.0,,,,,,,,,,,
2018_3568,Faro,121.0,139,,143,,,,,,,,,,135.0,,,,,,,,,
2018_3569,Coimbra,,121,,136,122.0,,,,118.0,,,,116.0,,,,,,,,,,
2018_3570,Lisboa,,148,162.0,192,185.0,,,,200.0,,,,,,,,,,,,,,
2018_3571,Porto,,139,132.0,151,135.0,,,,145.0,,,,,,,,,,,,,,
2018_3572,Outro,140.0,145,,158,,,,,,,,,140.0,,,,,,,,,,
2018_3573,Coimbra,101.0,118,120.0,129,,,,,,,,,,,,,,,,,,,
2018_3574,Braga,,135,,157,,,,139.0,,151.0,,,,,,,,,,,,,
2018_3575,Outro,,119,128.0,138,124.0,,,,112.0,,,,,,,,,,,,,,
2018_3576,Setúbal,118.0,137,,142,,,,,,,,,118.0,,,,,,,164.0,,,
2018_3577,Lisboa,105.0,117,,118,,,,,,,,,101.0,,,,,,,,,,
2018_3578,Lisboa,130.0,138,,169,,,,,,,,,199.0,,,,,,,,,,
2018_3579,Porto,,105,106.0,112,97.0,,,,95.0,,,,,,,,,,,,,,
2018_3580,Coimbra,,80,,100,75.0,75.0,93.0,,,,,,,,,,,,,,,,
2018_3581,Outro,120.0,128,,142,,,,,,,,,135.0,,,,,,,,,,
2018_3582,Lisboa,,140,,147,123.0,126.0,130.0,,,,,,,,,,,,,,,,
2018_3583,Faro,97.0,117,,118,,,,,,,,,,101.0,,,,,,,,,
2018_3584,Coimbra,,120,,138,,,,,,137.0,,97.0,,,,,,,,,,,
2018_3585,Lisboa,,125,,147,127.0,126.0,130.0,,,,,,,,,,,,,,,,
2018_3586,Outro,,135,,169,157.0,,,,152.0,,,,141.0,,,,,,,,,,
2018_3587,Lisboa,,109,,132,,,,,,148.0,,102.0,,,,,,,,,,,
2018_3588,Braga,196.0,190,156.0,195,,,,,,,,,,,,,,,,,,,
2018_3589,Outro,,115,,137,135.0,117.0,129.0,,,,,,,,,,,,,,,,
2018_3590,Braga,,85,,102,85.0,89.0,97.0,,,,,,,,,,,,,,,,
2018_3591,Outro,76.0,85,106.0,108,,,,,,,,,,,,102.0,,,,,,,
2018_3592,Lisboa,,175,,173,,,,,,166.0,,119.0,,,,,,,,,,,
2018_3593,Braga,,127,,139,,,,,,149.0,,100.0,,,,,,,,,,,
2018_3594,Braga,,152,,163,137.0,138.0,155.0,,,,,,,,,,,,,,,,
2018_3595,Lisboa,,107,,132,120.0,119.0,119.0,,,,,,,,,,,,,,,,
2018_3596,Braga,,138,,163,145.0,140.0,179.0,,,,,,,,,,,,,,,,
2018_3597,Porto,,120,,143,137.0,129.0,132.0,,,,,,,,,,,,,,,,
2018_3598,Braga,,99,,105,68.0,96.0,96.0,,,,,,,,,,,,,,,,
2018_3599,Outro,,146,,167,150.0,156.0,155.0,,,,,,,,,,,,,,,,
2018_3600,Outro,,61,76.0,100,20.0,,,,43.0,,,,,,,,,,,,,,
2018_3601,Lisboa,,138,,170,179.0,156.0,,165.0,,,,,,,,,,,,,,,
2018_3602,Lisboa,,111,,132,135.0,,,,129.0,,,,115.0,,,,,,,,,,
2018_3603,Outro,140.0,149,,157,,,,,,,,,142.0,,,,,,,,,,
2018_3604,Faro,152.0,145,,170,,,,,,,,,,,187.0,,,,,,,,
2018_3605,Porto,89.0,105,,116,,,,,,128.0,,,85.0,,,,,,,,,,
2018_3606,Outro,,125,,159,158.0,,,,155.0,,,,135.0,,,,,,,,,,
2018_3607,Porto,125.0,160,,149,,,,,,,,,,125.0,,,,,,,,,
2018_3608,Outro,107.0,119,136.0,127,,,,,,,,,,,,,,,,,,,
2018_3609,Coimbra,,122,,147,125.0,142.0,133.0,,,,,,,,,,,,,,,,
2018_3610,Faro,,147,,168,150.0,,,,157.0,,,,145.0,,,,,,,,,,
2018_3611,Lisboa,146.0,137,,164,,,,,,,,,,159.0,,,,,,,,,
2018_3612,Braga,128.0,170,,170,,,,,,,,,185.0,,,,,,,,,,
2018_3613,Porto,,88,,100,72.0,75.0,90.0,,,,,,,,,,,,,,,,
2018_3614,Setúbal,,136,,145,136.0,129.0,132.0,,,,,,,,,,,,,,,,
2018_3615,Outro,,113,,121,97.0,111.0,107.0,,,,,,,,,,,,,,,,
2018_3616,Outro,101.0,117,,128,,,,,,,,,,,154.0,,,,,,,,
2018_3617,Porto,,108,118.0,128,100.0,,,,113.0,,,,,,,,,,,,,,
2018_3618,Porto,,120,,148,132.0,130.0,137.0,,,,,,,,,145.0,,,,,,,
2018_3619,Outro,,190,,200,199.0,200.0,195.0,,,,,,,,,,,,,,,,
2018_3620,Lisboa,,190,,198,,,,200.0,,171.0,,,,,,,,,,,,,
2018_3621,Setúbal,,155,,181,,,,199.0,,157.0,,,,,,,,,,,,,
2018_3622,Lisboa,,128,,156,161.0,,,,150.0,,,,120.0,,,,,,,,,,
2018_3623,Leiria,,126,,139,139.0,115.0,109.0,,,,,,,,,,,,,,,,
2018_3624,Porto,126.0,145,,150,,,,,,,,,,136.0,,,,,,,,,
2018_3625,Porto,158.0,145,140.0,159,,,,,,,,,,,,,,,,,,,
2018_3626,Lisboa,105.0,126,,128,,,,,,,,,108.0,,,,,,,,,,
2018_3627,Porto,,96,,100,76.0,74.0,,76.0,,,,,,,,,,,,,,,
2018_3628,Outro,97.0,102,,110,,,,,,,,,,106.0,,,,,,,,,
2018_3629,Lisboa,,145,,161,147.0,159.0,135.0,,,,,,,,,,,,,,,,
2018_3630,Lisboa,108.0,115,128.0,133,,,,,,,,,,,,,,,,,,,
2018_3631,Lisboa,,143,,178,155.0,167.0,195.0,,,,,,,,,,,,,,,,
2018_3632,Outro,,108,,110,78.0,96.0,101.0,,,,,,,,,,,,,,,,
2018_3633,Braga,,190,,199,,,,197.0,,182.0,,,,,,,,,,,,,
2018_3634,Porto,,137,,168,168.0,147.0,145.0,,,,,,,,,,,,,,,,
2018_3635,Outro,,78,,100,55.0,65.0,65.0,,,,,,,,,,,,,,,,
2018_3636,Porto,87.0,90,,112,,,,,,,,,,,126.0,,,,,,,,
2018_3637,Porto,,102,108.0,105,95.0,,,,95.0,,,,,,,,,,,,,,
2018_3638,Lisboa,108.0,116,,140,,,,,,,,,,,151.0,,,,,,,,
2018_3639,Lisboa,,127,,167,,,,164.0,,163.0,,,,,,,,,,,,,
2018_3640,Lisboa,,118,,126,,,,,,139.0,,106.0,,,,,,,,,,,
2018_3641,Porto,113.0,134,,151,,,,,,,,,,,158.0,,,,,,,,
2018_3642,Outro,,53,,100,28.0,52.0,64.0,,,,,,,,,,,,,,,,
2018_3643,Setúbal,,110,116.0,126,101.0,,,,109.0,,,,,,,,,,,,,,
2018_3644,Outro,77.0,88,,110,,,,,,,,,,,125.0,,,,,,,,
2018_3645,Outro,,125,,147,,,,125.0,,141.0,,,,,,,,,,,,,
2018_3646,Lisboa,108.0,128,,133,,,,,,,,,,117.0,,,,,,,,,
2018_3647,Setúbal,,115,,130,,,,,,142.0,,101.0,,,,,,,,,,,
2018_3648,Braga,102.0,111,110.0,130,,,,,,,,,,,,,,,,,,,
2018_3649,Setúbal,117.0,117,,131,,,,,,,,,,125.0,,,,,,,,,
2018_3650,Outro,96.0,101,,110,,,,,,,,,,,122.0,,,,,,,,
2018_3651,Lisboa,,95,,100,90.0,,,,100.0,,,,77.0,,,,,,,,,,
2018_3652,Setúbal,138.0,125,,151,,,,,,,,,136.0,,,,,,,,,,
2018_3653,Setúbal,102.0,125,,141,,,,,,,,,,,156.0,,,,,,,,
2018_3654,Outro,,136,,173,,,,196.0,,170.0,,,,,,,151.0,,,,,,
2018_3655,Porto,152.0,149,,156,,,,,,,,,,140.0,,,,,,,,,
2018_3656,Outro,,95,,100,71.0,76.0,97.0,,,,,,,,,,,,,,,,
2018_3657,Braga,128.0,146,,159,,,,,,,,,,155.0,,,,,,,,,
2018_3658,Lisboa,,98,,121,,,,99.0,,133.0,,,,,,,,,,,,,
2018_3659,Braga,,127,,154,,,,148.0,,152.0,,,,,,,,,,,,,
2018_3660,Lisboa,86.0,106,,106,,,,,,,,,95.0,,,,,,,,,,
2018_3661,Lisboa,,117,,117,96.0,,,,96.0,,,,88.0,,,,,,,,,,
2018_3662,Outro,,88,,100,68.0,,,,72.0,,,,76.0,,,,,,,,,,
2018_3663,Outro,,119,,136,111.0,137.0,113.0,,,,,,,,,,,,,,,,
2018_3664,Porto,116.0,141,,149,,,,,,,,,149.0,,,,,,,,,,
2018_3665,Outro,,111,,115,88.0,109.0,105.0,,,,,,,,,,,,,,,,
2018_3666,Coimbra,106.0,116,,125,,,,,,,,,,125.0,,,,,,,,,
2018_3667,Outro,,120,,165,,,,160.0,,149.0,,,,,,,,,,,,,
2018_3668,Lisboa,,96,,113,104.0,103.0,99.0,,,,,,,,,,,,,,,,
2018_3669,Lisboa,75.0,102,,109,,,102.0,,,,,,,,120.0,,,,,,,,
2018_3670,Porto,,90,,105,70.0,97.0,100.0,,,,,,,,,,,,,,,,
2018_3671,Lisboa,,112,,133,107.0,120.0,,139.0,,,,,,,,,,,,,,,
2018_3672,Porto,106.0,125,140.0,144,,,,,,,,,,,,,,,,,,,
2018_3673,Porto,,122,,136,130.0,128.0,111.0,,,,,,,,,,,,,,,,
2018_3674,Outro,,135,,156,150.0,159.0,135.0,,,,,,,,,,,,,,,,
2018_3675,Setúbal,,125,,157,125.0,145.0,,142.0,,,,,,,,,,,,,,,
2018_3676,Setúbal,110.0,126,,137,,,,,,,,,,121.0,,,,,,,,,
2018_3677,Setúbal,96.0,115,,126,,,,,,,,,,101.0,,,,,,,,,
2018_3678,Outro,,165,,190,170.0,170.0,,195.0,,,,,,,,,,,,,,,
2018_3679,Braga,,126,,158,160.0,129.0,148.0,,,,,,,,,,,,,,,,
2018_3680,Lisboa,161.0,138,,154,,,,,,,,,,139.0,,,,,,,,,
2018_3681,Porto,,95,,111,88.0,91.0,,76.0,,,,,,,,,,,,,,,
2018_3682,Setúbal,72.0,85,104.0,100,,,,,,,,,,,,,,,,,,,
2018_3683,Setúbal,,120,126.0,140,132.0,,,,120.0,,,,,,,,,,,,,,
2018_3684,Lisboa,,135,,166,170.0,161.0,135.0,,,,,,,,,,,,,,,,
2018_3685,Setúbal,,135,,170,,,,169.0,,153.0,,,,,,,,,,,,,
2018_3686,Lisboa,71.0,68,,100,,,,,,,,,65.0,,,,,,,,,,
2018_3687,Outro,156.0,190,,190,,,,,,,,,199.0,,,,,,179.0,,,,
2018_3688,Braga,117.0,135,,139,,,,,,,,,,120.0,,,,,,,,,
2018_3689,Lisboa,,115,110.0,119,106.0,,,,110.0,,,,,,,,,,,,,,
2018_3690,Leiria,,85,108.0,100,85.0,,,,86.0,,,,,,,,,,,,,,
2018_3691,Outro,101.0,129,,135,,,,,,,,,,121.0,,,,,,,,,
2018_3692,Setúbal,86.0,110,,122,,,,,,,,,,,132.0,,,,,,,,
2018_3693,Braga,,190,,200,198.0,172.0,195.0,,,,,,,,,,,,,,,,
2018_3694,Setúbal,106.0,119,,135,,,,,,,,,,,143.0,,,,,,,,
2018_3695,Porto,150.0,190,142.0,171,,,,,,,,,,,,,,,,,,,
2018_3696,Lisboa,85.0,95,,119,,,,,,,,,,,134.0,,,,,,,,
2018_3697,Faro,,117,,141,135.0,117.0,128.0,,,,,,,,,,,,,,,,
2018_3698,Outro,,137,,152,138.0,132.0,146.0,,,,,,,,,,,,,,,,
2018_3699,Outro,,136,,165,169.0,137.0,155.0,,,,,,,,,,,,,,,,
2018_3700,Outro,,145,,167,167.0,130.0,147.0,,,,,,,,,,,,,,,,
2018_3701,Lisboa,125.0,125,,155,,,,,,,,,,,156.0,,,,,,,,
2018_3702,Setúbal,,81,,100,41.0,57.0,79.0,,,,,,,,,,,,,,,,
2018_3703,Braga,72.0,85,,100,,,,,,,,,,87.0,,,,,,,,,
2018_3704,Porto,196.0,145,164.0,180,,,,,,,,,,,,,,,,,,,
2018_3705,Lisboa,,70,,100,57.0,,,,58.0,,,,58.0,,,,,,,,,,
2018_3706,Setúbal,,118,,136,115.0,143.0,130.0,,,,,,,,,,,,,,,,
2018_3707,Faro,,190,190.0,200,200.0,,,,177.0,,,,,,,,,,,,,,
2018_3708,Outro,,126,,152,128.0,152.0,128.0,,,,,,,,,,,,,,,,
2018_3709,Lisboa,,180,,185,181.0,184.0,145.0,,,,,,,,,,,,,,,,
2018_3710,Outro,,116,,115,110.0,101.0,103.0,,,,,,,,,,,,,,,,
2018_3711,Porto,,101,,132,,,,115.0,,136.0,,,,,,,,,,,,,
2018_3712,Faro,,190,,198,,,,,,196.0,,165.0,,,,,,,,,,,
2018_3713,Lisboa,,147,,177,175.0,155.0,168.0,,,,,,,,,,,,,,,,
2018_3714,Porto,152.0,190,,179,,,,,,,,,,149.0,,,,,,,,,
2018_3715,Porto,,155,,173,,,,179.0,,157.0,,,,,,,,,,,,,
2018_3716,Lisboa,129.0,129,,156,,,,,,,,,,,167.0,,,,,,,,
2018_3717,Setúbal,,96,,109,89.0,95.0,85.0,,,,,,,,,,,,,,,,
2018_3718,Lisboa,,111,,139,,,,,,147.0,,115.0,,,,,,,,,,,
2018_3719,Setúbal,,148,,170,162.0,181.0,145.0,,,,,,,,,,,,,,,,
2018_3720,Lisboa,,147,,174,155.0,152.0,,198.0,,,,,,,,,,,,,,,
2018_3721,Porto,,145,,161,,,,151.0,,159.0,,,,,,,,,,,,,
2018_3722,Outro,143.0,136,156.0,162,,,,,,,,,,,,,,,,,,,
2018_3723,Outro,59.0,85,,100,,,,,,,,,55.0,,,,,,,,,,
2018_3724,Outro,,147,,190,200.0,200.0,168.0,,,,,,,,,,,,,,,,
2018_3725,Setúbal,,115,,129,118.0,134.0,122.0,,,,,108.0,,,,,,,,,,,
2018_3726,Porto,,149,146.0,172,159.0,,,,171.0,,,,,,,,,,,,,,
2018_3727,Outro,,121,,146,129.0,140.0,145.0,,,,,,,,,,,,,,,,
2018_3728,Outro,,126,,162,160.0,,,,136.0,,,,159.0,,,,,,,,,,
